"","SeqId","TargetFullName","Target","UniProt","EntrezGeneSymbol","Units","Dilution","PlateScale_Reference","c"
"4740","9377-25","Kit ligand","SCF","P21583","KITLG","RFU",0.5,"2545.5","KITLG.9377.25"
"4741","9378-6","Fibrinogen C domain-containing protein 1","FBCD1","Q8N539","FIBCD1","RFU",20,"735.9","FIBCD1.9378.6"
"4742","9379-248","Small integral membrane protein 10","CX069","Q96HG1","SMIM10","RFU",20,"869.4","SMIM10.9379.248"
"4743","9380-2","Group XIIB secretory phospholipase A2-like protein","sPLA(2)-XIII","Q9BX93","PLA2G12B","RFU",0.5,"5258.4","PLA2G12B.9380.2"
"4744","9383-24","Chitinase-3-like protein 2","CH3L2","Q15782","CHI3L2","RFU",20,"762.2","CHI3L2.9383.24"
"4745","9384-17","Cathelicidin antimicrobial peptide","Cathelicidin peptide","P49913","CAMP","RFU",0.5,"6811.8","CAMP.9384.17"
"4746","9385-4","Lysosomal alpha-glucosidase","GAA","P10253","GAA","RFU",20,"6584.7","GAA.9385.4"
"4747","9386-42","Tetratricopeptide repeat protein 9B","TTC9B","Q8N6N2","TTC9B","RFU",20,"707.9","TTC9B.9386.42"
"4749","9388-18","Methylmalonyl-CoA epimerase, mitochondrial","MCEE","Q96PE7","MCEE","RFU",20,"2383.9","MCEE.9388.18"
"4751","9391-60","ProSAAS","PCSK1","Q9UHG2","PCSK1N","RFU",20,"1561.1","PCSK1N.9391.60"
"4752","9392-43","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A","MGT4A","Q9UM21","MGAT4A","RFU",20,"2742.2","MGAT4A.9392.43"
"4753","9394-19","Carboxypeptidase Q","Aminopeptidase","Q9Y646","CPQ","RFU",0.5,"33972.8","CPQ.9394.19"
"4754","9398-30","Galanin-like peptide","GALP","Q9UBC7","GALP","RFU",20,"500.1","GALP.9398.30"
"4755","9401-57","Metalloprotease TIKI1","CB089","Q86V40","TRABD2A","RFU",20,"4527.4","TRABD2A.9401.57"
"4756","9402-18","Discoidin, CUB and LCCL domain-containing protein 1","DCBD1","Q8N8Z6","DCBLD1","RFU",20,"301.2","DCBLD1.9402.18"
"4757","9409-11","Tryptase beta-1","TRYB1","Q15661","TPSAB1","RFU",20,"24034.4","TPSAB1.9409.11"
"4758","9412-52","Activin receptor type-2B","Activin RIIB","Q13705","ACVR2B","RFU",20,"447.4","ACVR2B.9412.52"
"4759","9416-77","Carboxypeptidase M","CBPM","P14384","CPM","RFU",0.5,"10818.1","CPM.9416.77"
"4761","9443-137","Cathepsin K","cathepsin K","P43235","CTSK","RFU",20,"460.7","CTSK.9443.137"
"4762","9444-70","Protein DGCR6","DGCR6","Q14129","DGCR6","RFU",20,"681.1","DGCR6.9444.70"
"4763","9445-44","Uncharacterized protein C19orf18","CS018","Q8NEA5","C19orf18","RFU",20,"274.1","C19orf18.9445.44"
"4764","9449-150","C4b-binding protein alpha chain","C4b-binding protein alpha chain","P04003","C4BPA","RFU",0.005,"10010.1","C4BPA.9449.150"
"4765","9450-18","Cyclin-dependent kinase 2-associated protein 1","CDKA1","O14519","CDK2AP1","RFU",20,"186.6","CDK2AP1.9450.18"
"4766","9451-20","Uromodulin","Uromodulin","P07911","UMOD","RFU",20,"8030.0","UMOD.9451.20"
"4767","9453-12","Vascular endothelial growth factor B","VEGF-B","P49765","VEGFB","RFU",20,"1666.0","VEGFB.9453.12"
"4768","9457-3","Caveolin-2","CAV2","P51636","CAV2","RFU",20,"1059.4","CAV2.9457.3"
"4769","9459-7","Tumor necrosis factor receptor superfamily member 6","Fas, soluble","P25445","FAS","RFU",0.5,"3598.6","FAS.9459.7"
"4772","9468-8","Vesicular integral-membrane protein VIP36","Lectin, mannose-binding 2","Q12907","LMAN2","RFU",0.5,"4766.4","LMAN2.9468.8"
"4773","9470-15","Methyltransferase-like protein 24","MET24","Q5JXM2","METTL24","RFU",20,"521.4","METTL24.9470.15"
"4774","9474-22","Asialoglycoprotein receptor 2","ASGR2","P07307","ASGR2","RFU",20,"252.3","ASGR2.9474.22"
"4775","9475-22","Epididymal secretory glutathione peroxidase","GPX5","O75715","GPX5","RFU",20,"436.4","GPX5.9475.22"
"4776","9478-69","Phosphoribosyl pyrophosphate synthase-associated protein 1","KPRA","Q14558","PRPSAP1","RFU",20,"622.0","PRPSAP1.9478.69"
"4777","9482-110","ADP-ribose pyrophosphatase, mitochondrial","NUDT9","Q9BW91","NUDT9","RFU",0.5,"837.0","NUDT9.9482.110"
"4778","9484-75","Desmoglein-2","Desmoglein-2","Q14126","DSG2","RFU",0.5,"2613.1","DSG2.9484.75"
"4779","9486-13","Beta-defensin 125","DB125","Q8N687","DEFB125","RFU",20,"1343.0","DEFB125.9486.13"
"4780","9487-60","Somatoliberin","Growth hormone-releasing factor","P01286","GHRH","RFU",20,"926.5","GHRH.9487.60"
"4781","9490-3","Uncharacterized protein C4orf32","CD032","Q8N8J7","C4orf32","RFU",20,"2382.6","C4orf32.9490.3"
"4785","9495-10","C-X-C motif chemokine 17","VCC1","Q6UXB2","CXCL17","RFU",20,"628.3","CXCL17.9495.10"
"4788","9503-1","Neuromedin-S","NMS","Q5H8A3","NMS","RFU",0.005,"62.2","NMS.9503.1"
"4789","9504-19","Ras-related protein Rab-27A","RB27A","P51159","RAB27A","RFU",20,"838.5","RAB27A.9504.19"
"4790","9506-10","Apolipoprotein L1","Apo L1","O14791","APOL1","RFU",0.5,"3500.8","APOL1.9506.10"
"4792","9509-4","Trimeric intracellular cation channel type B","TM38B","Q9NVV0","TMEM38B","RFU",20,"770.1","TMEM38B.9509.4"
"4793","9511-61","Neurexophilin-2","NXPH2","O95156","NXPH2","RFU",20,"1715.3","NXPH2.9511.61"
"4795","9513-9","Fibroblast growth factor 22","FGF22","Q9HCT0","FGF22","RFU",20,"235.2","FGF22.9513.9"
"4796","9518-95","Phospholipase A1 member A","PLA1A","Q53H76","PLA1A","RFU",20,"630.6","PLA1A.9518.95"
"4797","9522-3","Apoptosis-inducing factor 1, mitochondrial","AIF","O95831","AIFM1","RFU",20,"1715.3","AIFM1.9522.3"
"4798","9523-34","Integral membrane protein 2C","ITM2C","Q9NQX7","ITM2C","RFU",20,"411.9","ITM2C.9523.34"
"4799","9524-46","Putative spermatogenesis-associated protein 31D4","S31D4","Q6ZUB0","SPATA31D4","RFU",20,"410.2","SPATA31D4.9524.46"
"4800","9525-1","Inactive tyrosine-protein kinase 7","PTK7","Q13308","PTK7","RFU",0.5,"2411.3","PTK7.9525.1"
"4802","9531-24","Leukocyte-specific transcript 1 protein","LST1","O00453","LST1","RFU",20,"972.2","LST1.9531.24"
"4803","9532-5","WW domain binding protein 1-like","WBP1L","Q9NX94","WBP1L","RFU",20,"3420.5","WBP1L.9532.5"
"4805","9536-16","Epididymal secretory protein E3-alpha","EP3A","Q14507","EDDM3A","RFU",20,"2854.3","EDDM3A.9536.16"
"4807","9541-15","Beta-1,3-galactosyltransferase 1","B3GT1","Q9Y5Z6","B3GALT1","RFU",20,"279.8","B3GALT1.9541.15"
"4808","9543-131","Conserved oligomeric Golgi complex subunit 8","COG8","Q96MW5","COG8","RFU",20,"469.7","COG8.9543.131"
"4809","9544-24","Uncharacterized protein C7orf69","CG069","Q9H7B7","C7orf69","RFU",20,"208.3","C7orf69.9544.24"
"4810","9545-156","Granzyme K","Granzyme K","P49863","GZMK","RFU",20,"591.4","GZMK.9545.156"
"4811","9547-29","EMI domain-containing protein 1","EMID1","Q96A84","EMID1","RFU",20,"85.6","EMID1.9547.29"
"4812","9550-153","Tetratricopeptide repeat protein 17","TTC17","Q96AE7","TTC17","RFU",20,"277.1","TTC17.9550.153"
"4813","9557-5","MANSC domain-containing protein 1","MANS1","Q9H8J5","MANSC1","RFU",0.5,"3521.7","MANSC1.9557.5"
"4814","9561-21","Versican core protein","CSPG2","P13611","VCAN","RFU",20,"272.2","VCAN.9561.21"
"4815","9565-6","PRKC apoptosis WT1 regulator protein","PAWR","Q96IZ0","PAWR","RFU",20,"174.0","PAWR.9565.6"
"4817","9568-289","High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor","FCAMR","Q8WWV6","FCAMR","RFU",20,"1163.1","FCAMR.9568.289"
"4818","9573-108","Thioredoxin domain-containing protein 11","TXD11","Q6PKC3","TXNDC11","RFU",20,"110.5","TXNDC11.9573.108"
"4819","9574-11","Myc box-dependent-interacting protein 1","BIN1","O00499","BIN1","RFU",0.5,"1041.9","BIN1.9574.11"
"4820","9576-58","Motor neuron and pancreas homeobox protein 1","MNX1","P50219","MNX1","RFU",20,"512.2","MNX1.9576.58"
"4821","9577-26","Synaptotagmin-2","SYT2","Q8N9I0","SYT2","RFU",20,"861.0","SYT2.9577.26"
"4822","9578-263","MANSC domain-containing protein 4","MANS4","A6NHS7","MANSC4","RFU",20,"336.3","MANSC4.9578.263"
"4823","9579-59","Transmembrane gamma-carboxyglutamic acid protein 4","TMG4","Q9BZD6","PRRG4","RFU",20,"254.4","PRRG4.9579.59"
"4824","9580-5","Laminin subunit gamma-2","Laminin gamma-2","Q13753","LAMC2","RFU",20,"2788.9","LAMC2.9580.5"
"4825","9581-4","Pre-mRNA-processing factor 6","PRP6","O94906","PRPF6","RFU",20,"940.6","PRPF6.9581.4"
"4826","9582-93","Sushi domain-containing protein 1","SUSD1","Q6UWL2","SUSD1","RFU",20,"225.5","SUSD1.9582.93"
"4827","9583-17","RING finger protein 24","RNF24","Q9Y225","RNF24","RFU",20,"636.5","RNF24.9583.17"
"4829","9585-80","CXADR-like membrane protein","ACAM","Q9H6B4","CLMP","RFU",20,"500.6","CLMP.9585.80"
"4830","9590-10","Cytochrome c oxidase subunit 7A-related protein, mitochondrial","COX7R","O14548","COX7A2L","RFU",20,"7691.7","COX7A2L.9590.10"
"4831","9594-30","Zinc transporter 5","ZNT5","Q8TAD4","SLC30A5","RFU",20,"571.3","SLC30A5.9594.30"
"4832","9595-11","Beta-1,4-galactosyltransferase 2","B4GT2","O60909","B4GALT2","RFU",0.5,"846.8","B4GALT2.9595.11"
"4833","9598-23","CUB and sushi domain-containing protein 1","CSMD1","Q96PZ7","CSMD1","RFU",20,"549.7","CSMD1.9598.23"
"4834","9599-6","PILR alpha-associated neural protein","PIANP","Q8IYJ0","PIANP","RFU",20,"1433.1","PIANP.9599.6"
"4835","9600-55","Thrombospondin type-1 domain-containing protein 7A","THS7A","Q9UPZ6","THSD7A","RFU",20,"385.5","THSD7A.9600.55"
"4836","9606-4","Nuclear pore membrane glycoprotein 210-like","P210L","Q5VU65","NUP210L","RFU",20,"689.6","NUP210L.9606.4"
"4837","9607-39","Proline-rich protein 27","CD040","Q6MZM9","PRR27","RFU",20,"1134.6","PRR27.9607.39"
"4838","9609-25","Zinc finger protein 275","ZN275","Q9NSD4","ZNF275","RFU",20,"2760.6","ZNF275.9609.25"
"4840","9638-2","T-cell immunoreceptor with Ig and ITIM domains","TIGIT","Q495A1","TIGIT","RFU",20,"130.3","TIGIT.9638.2"
"4841","9713-67","Platelet-derived growth factor receptor-like protein","PGFRL","Q15198","PDGFRL","RFU",20,"8980.9","PDGFRL.9713.67"
"4842","9715-15","Immunoglobulin superfamily member 3","IGSF3","O75054","IGSF3","RFU",20,"528.5","IGSF3.9715.15"
"4843","9719-145","Matrix metalloproteinase-16","MMP-16","P51512","MMP16","RFU",20,"1166.8","MMP16.9719.145"
"4844","9723-105","Multimerin-2","EMILIN-3","Q9H8L6","MMRN2","RFU",20,"534.3","MMRN2.9723.105"
"4845","9728-4","E3 ubiquitin-protein ligase CCNB1IP1","CIP1","Q9NPC3","CCNB1IP1","RFU",20,"718.2","CCNB1IP1.9728.4"
"4846","9730-22","GH3 domain-containing protein","GHDC","Q8N2G8","GHDC","RFU",20,"550.6","GHDC.9730.22"
"4847","9735-44","T-cell surface protein tactile","TACT","P40200","CD96","RFU",20,"3064.2","CD96.9735.44"
"4848","9738-7","FAS-associated factor 2","FAF2","Q96CS3","FAF2","RFU",20,"1069.1","FAF2.9738.7"
"4849","9739-4","DNA mismatch repair protein Msh2","MSH2","P43246","MSH2","RFU",20,"811.4","MSH2.9739.4"
"4850","9742-59","Spliceosome RNA helicase DDX39B","BAT1","Q13838","DDX39B","RFU",20,"2174.8","DDX39B.9742.59"
"4851","9744-139","DnaJ homolog subfamily A member 4","DNJA4","Q8WW22","DNAJA4","RFU",20,"9763.9","DNAJA4.9744.139"
"4852","9745-20","Eukaryotic translation initiation factor 4E type 2","IF4E2","O60573","EIF4E2","RFU",20,"559.7","EIF4E2.9745.20"
"4853","9747-48","MAP/microtubule affinity-regulating kinase 3","MARK3","P27448","MARK3","RFU",20,"811.4","MARK3.9747.48"
"4854","9748-31","Glutathione S-transferase Mu 3","GSTM3-3","P21266","GSTM3","RFU",20,"850.2","GSTM3.9748.31"
"4855","9751-72","Nuclease-sensitive element-binding protein 1","NSEP1","P67809","YBX1","RFU",20,"1160.0","YBX1.9751.72"
"4856","9753-17","Ezrin","Ezrin","P15311","EZR","RFU",0.5,"6427.4","EZR.9753.17"
"4857","9754-33","Ribosyldihydronicotinamide dehydrogenase [quinone]","Quinone reductase 2","P16083","NQO2","RFU",20,"2980.2","NQO2.9754.33"
"4858","9757-29","Protein enabled homolog","ENAH","Q8N8S7","ENAH","RFU",20,"5463.1","ENAH.9757.29"
"4859","9758-17","40S ribosomal protein S4, X isoform","RS4X","P62701","RPS4X","RFU",20,"2351.9","RPS4X.9758.17"
"4860","9759-13","Indoleamine 2,3-dioxygenase 1","INDO","P14902","IDO1","RFU",20,"676.0","IDO1.9759.13"
"4861","9762-14","Vasodilator-stimulated phosphoprotein","VASP","P50552","VASP","RFU",20,"8244.8","VASP.9762.14"
"4862","9764-79","Heterogeneous nuclear ribonucleoprotein F","HNRPF","P52597","HNRNPF","RFU",20,"7221.9","HNRNPF.9764.79"
"4863","9765-4","Nuclear distribution protein nudE homolog 1","NDE1","Q9NXR1","NDE1","RFU",20,"687.0","NDE1.9765.4"
"4864","9767-22","Protein ripply1","RIPP1","Q0D2K3","RIPPLY1","RFU",20,"382.5","RIPPLY1.9767.22"
"4865","9769-48","Delta and Notch-like epidermal growth factor-related receptor","DNER","Q8NFT8","DNER","RFU",20,"1385.8","DNER.9769.48"
"4866","9772-153","Neuroligin-2","NLGN2","Q8NFZ4","NLGN2","RFU",20,"328.0","NLGN2.9772.153"
"4867","9773-15","E3 ubiquitin-protein ligase RNF149","RN149","Q8NC42","RNF149","RFU",20,"346.5","RNF149.9773.15"
"4868","9774-59","RING finger protein 150","RN150","Q9ULK6","RNF150","RFU",20,"272.0","RNF150.9774.59"
"4869","9778-45","Transmembrane protein 52B","TM52B","Q4KMG9","TMEM52B","RFU",20,"1782.7","TMEM52B.9778.45"
"4870","9779-63","Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein","HERP2","Q9BSE4","HERPUD2","RFU",20,"3037.7","HERPUD2.9779.63"
"4871","9783-75","DnaJ homolog subfamily C member 11","DJC11","Q9NVH1","DNAJC11","RFU",20,"766.2","DNAJC11.9783.75"
"4872","9789-52","Nesprin-2","Nesprin-2","Q8WXH0","SYNE2","RFU",20,"1836.4","SYNE2.9789.52"
"4873","9790-28","Serine/threonine-protein kinase BRSK2","BR serine/threonine kinase 2","Q8IWQ3","BRSK2","RFU",20,"634.7","BRSK2.9790.28"
"4874","9793-145","Immunoglobulin superfamily DCC subclass member 4","IGDC4","Q8TDY8","IGDCC4","RFU",0.5,"1088.7","IGDCC4.9793.145"
"4875","9794-17","AarF domain-containing protein kinase 4","ADCK4","Q96D53","ADCK4","RFU",20,"171.8","ADCK4.9794.17"
"4876","9796-4","Bile salt-activated lipase","CEL","P19835","CEL","RFU",20,"5012.4","CEL.9796.4"
"4877","9800-20","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial","NDUB8","O95169","NDUFB8","RFU",20,"606.6","NDUFB8.9800.20"
"4878","9802-27","Patatin-like phospholipase domain-containing protein 2","PLPL2","Q96AD5","PNPLA2","RFU",20,"530.4","PNPLA2.9802.27"
"4880","9805-51","Semaphorin-4B","SEM4B","Q9NPR2","SEMA4B","RFU",20,"1287.7","SEMA4B.9805.51"
"4881","9808-41","Trinucleotide repeat-containing gene 6B protein","TNR6B","Q9UPQ9","TNRC6B","RFU",20,"435.5","TNRC6B.9808.41"
"4882","9815-5","Rho GTPase-activating protein 1","RHG01","Q07960","ARHGAP1","RFU",20,"549.9","ARHGAP1.9815.5"
"4883","9816-37","Isochorismatase domain-containing protein 1","ISOC1","Q96CN7","ISOC1","RFU",20,"8527.6","ISOC1.9816.37"
"4884","9819-110","Induced myeloid leukemia cell differentiation protein Mcl-1","Mcl-1","Q07820","MCL1","RFU",20,"813.5","MCL1.9819.110"
"4885","9823-2","Dihydrofolate reductase","DYR","P00374","DHFR","RFU",0.5,"1654.4","DHFR.9823.2"
"4886","9826-135","Bis(5'-adenosyl)-triphosphatase","Fragile histidine triad protein","P49789","FHIT","RFU",20,"481.9","FHIT.9826.135"
"4887","9828-86","L-lactate dehydrogenase C chain","LDHC","P07864","LDHC","RFU",20,"741.5","LDHC.9828.86"
"4888","9829-91","Bile salt sulfotransferase","SULT 2A1","Q06520","SULT2A1","RFU",20,"128.6","SULT2A1.9829.91"
"4889","9830-109","Guanine nucleotide exchange factor VAV3","VAV3","Q9UKW4","VAV3","RFU",0.5,"949.8","VAV3.9830.109"
"4890","9831-12","Ras GTPase-activating protein-binding protein 2","G3BP2","Q9UN86","G3BP2","RFU",20,"2979.2","G3BP2.9831.12"
"4891","9832-33","Homogentisate 1,2-dioxygenase","HGD","Q93099","HGD","RFU",20,"966.0","HGD.9832.33"
"4892","9834-62","Alcohol dehydrogenase 1B","ADH1B","P00325","ADH1B","RFU",20,"419.1","ADH1B.9834.62"
"4893","9835-16","Aldehyde dehydrogenase family 1 member A3","AL1A3","P47895","ALDH1A3","RFU",0.5,"2469.2","ALDH1A3.9835.16"
"4894","9836-20","Deoxycytidine kinase","DCK","P27707","DCK","RFU",20,"2690.9","DCK.9836.20"
"4895","9837-60","NAD(P)H dehydrogenase [quinone] 1","NAD(P)H dehydrogenase","P15559","NQO1","RFU",20,"1849.0","NQO1.9837.60"
"4896","9838-4","Mothers against decapentaplegic homolog 1","SMAD1","Q15797","SMAD1","RFU",20,"1237.2","SMAD1.9838.4"
"4897","9839-148","Toll/interleukin-1 receptor domain-containing adapter protein","Tirap","P58753","TIRAP","RFU",20,"511.5","TIRAP.9839.148"
"4898","9840-2","Cell division control protein 42 homolog","Cdc42Hs","P60953","CDC42","RFU",0.5,"406.2","CDC42.9840.2"
"4899","9841-197","Multifunctional protein ADE2","Multifunctional protein ADE2","P22234","PAICS","RFU",20,"3555.2","PAICS.9841.197"
"4900","9842-2","Catenin beta-1","b-Catenin","P35222","CTNNB1","RFU",20,"682.5","CTNNB1.9842.2"
"4901","9843-5","Alpha-actinin-1","ACTN1","P12814","ACTN1","RFU",0.5,"435.8","ACTN1.9843.5"
"4902","9844-138","Alpha-actinin-2","ACTN2","P35609","ACTN2","RFU",20,"2387.0","ACTN2.9844.138"
"4903","9846-32","Rho GDP-dissociation inhibitor 2","Rho-GDI beta","P52566","ARHGDIB","RFU",0.5,"7194.2","ARHGDIB.9846.32"
"4904","9847-21","Homeobox protein TGIF2","TGIF2","Q9GZN2","TGIF2","RFU",20,"922.3","TGIF2.9847.21"
"4905","9848-22","Cyclin-H","Cyclin H","P51946","CCNH","RFU",20,"422.7","CCNH.9848.22"
"4906","9849-13","DNA-(apurinic or apyrimidinic site) lyase","APEX1","P27695","APEX1","RFU",20,"7436.9","APEX1.9849.13"
"4907","9850-38","Eukaryotic translation initiation factor 1A, X-chromosomal","IF1AX","P47813","EIF1AX","RFU",20,"575.3","EIF1AX.9850.38"
"4908","9853-3","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2","P09913","IFIT2","RFU",20,"1554.5","IFIT2.9853.3"
"4909","9855-10","Transforming protein RhoA","Rho A","P61586","RHOA","RFU",0.5,"3585.3","RHOA.9855.10"
"4910","9859-180","Diamine acetyltransferase 1","SSAT-1","P21673","SAT1","RFU",20,"667.2","SAT1.9859.180"
"4911","9863-1","Tropomyosin alpha-4 chain","Tropomyosin 4","P67936","TPM4","RFU",20,"254.0","TPM4.9863.1"
"4912","9864-38","Tetratricopeptide repeat protein 1","TTC1","Q99614","TTC1","RFU",20,"1590.6","TTC1.9864.38"
"4913","9865-40","Ubiquitin-conjugating enzyme E2 B","UBE2B","P63146","UBE2B","RFU",20,"275.0","UBE2B.9865.40"
"4914","9867-23","Fructose-1,6-bisphosphatase isozyme 2","F16P2","O00757","FBP2","RFU",20,"680.4","FBP2.9867.23"
"4915","9869-28","Nuclear factor NF-kappa-B p105 subunit","NF-kappa-B p105","P19838","NFKB1","RFU",20,"3384.4","NFKB1.9869.28"
"4916","9870-17","Tryptophan--tRNA ligase, cytoplasmic","SYWC","P23381","WARS","RFU",0.5,"6491.2","WARS.9870.17"
"4917","9872-23","Catenin alpha-2","CTNA2","P26232","CTNNA2","RFU",20,"701.8","CTNNA2.9872.23"
"4918","9873-17","Steroid hormone receptor ERR1","ERRalpha","P11474","ESRRA","RFU",20,"822.7","ESRRA.9873.17"
"4919","9874-28","Cyclin-dependent kinase 4 inhibitor B","p15-INK4b","P42772","CDKN2B","RFU",20,"1026.9","CDKN2B.9874.28"
"4920","9875-107","THO complex subunit 1","THOC1","Q96FV9","THOC1","RFU",20,"789.6","THOC1.9875.107"
"4921","9876-20","Fructose-bisphosphate aldolase C","aldolase C","P09972","ALDOC","RFU",0.5,"4481.8","ALDOC.9876.20"
"4922","9877-28","Crk-like protein","CRKL","P46109","CRKL","RFU",0.5,"813.7","CRKL.9877.28"
"4923","9880-33","Tryptophan 2,3-dioxygenase","T23O","P48775","TDO2","RFU",20,"3863.9","TDO2.9880.33"
"4924","9883-29","Lactoylglutathione lyase","Glyoxalase I","Q04760","GLO1","RFU",20,"2278.1","GLO1.9883.29"
"4925","9884-8","Peptidyl-prolyl cis-trans isomerase-like 1","PPIL1","Q9Y3C6","PPIL1","RFU",20,"84.7","PPIL1.9884.8"
"4926","9885-41","Ras-related protein Rap-2a","RAP2A","P10114","RAP2A","RFU",20,"4748.4","RAP2A.9885.41"
"4927","9886-28","DNA repair protein XRCC4","XRCC4","Q13426","XRCC4","RFU",20,"486.7","XRCC4.9886.28"
"4928","9887-40","E3 ubiquitin-protein ligase RBBP6","RBBP6","Q7Z6E9","RBBP6","RFU",20,"2638.7","RBBP6.9887.40"
"4929","9889-42","Actin filament-associated protein 1-like 1","AF1L1","Q8TED9","AFAP1L1","RFU",20,"220.2","AFAP1L1.9889.42"
"4930","9893-27","Ornithine decarboxylase antizyme 1","Ornithine decarboxylase antizyme","P54368","OAZ1","RFU",20,"131.7","OAZ1.9893.27"
"4931","9894-13","Unconventional myosin-VI","MYO6","Q9UM54","MYO6","RFU",20,"807.4","MYO6.9894.13"
"4933","9897-9","DNA replication licensing factor MCM6","MCM6","Q14566","MCM6","RFU",20,"571.1","MCM6.9897.9"
"4934","9898-161","AT-rich interactive domain-containing protein 1A","ARI1A","O14497","ARID1A","RFU",20,"820.3","ARID1A.9898.161"
"4935","9899-28","Kinesin-like protein KIF1C","KIF1C","O43896","KIF1C","RFU",20,"630.6","KIF1C.9899.28"
"4936","9900-36","Neurofilament heavy polypeptide","NFH","P12036","NEFH","RFU",20,"528.3","NEFH.9900.36"
"4937","9901-28","Egl nine homolog 1","EGLN1","Q9GZT9","EGLN1","RFU",20,"977.2","EGLN1.9901.28"
"4939","9906-21","Testican-3","TICN3","Q9BQ16","SPOCK3","RFU",20,"1536.1","SPOCK3.9906.21"
"4940","9907-216","Tankyrase-1","Tankyrase-1","O95271","TNKS","RFU",20,"485.0","TNKS.9907.216"
"4941","9910-9","S-methyl-5'-thioadenosine phosphorylase","MTAP","Q13126","MTAP","RFU",0.5,"1098.2","MTAP.9910.9"
"4942","9913-4","Ribosome-binding protein 1","RRBP1","Q9P2E9","RRBP1","RFU",20,"634.6","RRBP1.9913.4"
"4944","9918-23","Calbindin","Calbindin D28","P05937","CALB1","RFU",20,"1751.0","CALB1.9918.23"
"4945","9923-6","Son of sevenless homolog 1","SOS1","Q07889","SOS1","RFU",20,"748.1","SOS1.9923.6"
"4946","9925-56","Scavenger receptor class F member 2","SREC-II","Q96GP6","SCARF2","RFU",20,"350.4","SCARF2.9925.56"
"4947","9926-4","Protein S100-P","S100P","P25815","S100P","RFU",20,"3482.6","S100P.9926.4"
"4948","9927-96","Tensin-4","TENS4","Q8IZW8","TNS4","RFU",20,"1028.1","TNS4.9927.96"
"4949","9928-125","Leukocyte cell-derived chemotaxin 1","LECT1","O75829","LECT1","RFU",20,"2487.3","LECT1.9928.125"
"4950","9930-48","Gamma-aminobutyric acid type B receptor subunit 2","GABR2","O75899","GABBR2","RFU",20,"413.7","GABBR2.9930.48"
"4951","9931-20","Keratin, type II cytoskeletal 1","Keratin-1","P04264","KRT1","RFU",20,"1469.1","KRT1.9931.20"
"4952","9932-49","Semaphorin-4F","SEM4F","O95754","SEMA4F","RFU",20,"461.6","SEMA4F.9932.49"
"4953","9933-49","Protein ATP1B4","AT1B4","Q9UN42","ATP1B4","RFU",20,"1222.2","ATP1B4.9933.49"
"4954","9934-29","Phosphatidylinositol transfer protein alpha isoform","PIPNA","Q00169","PITPNA","RFU",20,"2806.2","PITPNA.9934.29"
"4955","9936-27","E3 ubiquitin-protein ligase LNX","LNX1","Q8TBB1","LNX1","RFU",20,"372.2","LNX1.9936.27"
